동물병원,동명동물병원,대구광역시 북구 칠곡중앙대로 531 (읍내동),053-322-0041,35.94315793,128.5504606,2021-07-23
동물병원,경북대학교 수의과대학 부속동물병원,"대구광역시 북구 대학로 80 (산격동, 경북대학교 수의과대학)",053-950-6898,35.88909194,128.6145161,2021-07-23
동물병원,복현동물병원,대구광역시 북구 동북로 193 (산격동),053-959-1523,35.89844334,128.6135916,2021-07-23
동물병원,대구축협동물병원,대구광역시 북구 검단북로 154 (검단동),053-957-9901,35.91573813,128.6226116,2021-07-23
동물병원,경북가축병원,대구광역시 북구 팔달로41길 12 (노원동2가),053-352-5630,35.88864797,128.573154,2021-07-23
동물병원,칠곡종합동물병원,"대구광역시 북구 칠곡중앙대로 301, 102호 (태전동)",,35.92251764,128.5465607,2021-07-23
동물병원,강동물병원,대구광역시 북구 칠곡중앙대로 483 (관음동),053-325-7579,35.93887316,128.5492671,2021-07-23
동물병원,굿모닝동물병원,대구광역시 북구 대천로 72-1 (동천동),,35.93697088,128.5571783,2021-07-23
동물병원,가나동물병원,대구광역시 북구 산격로 109 (산격동),053-954-3395,35.89948084,128.608094,2021-07-23
동물병원,늘푸른종합동물병원,대구광역시 북구 칠곡중앙대로 471 (관음동),,35.93778402,128.5489492,2021-07-23
동물병원,도그플러스 동물병원(미유펫 대구점),"대구광역시 북구 동암로12길 8, 2층 (동천동, 칠곡홈플러스)",053-314-0075,35.94484497,128.5559701,2021-07-23
동물병원,순풍동물병원,"대구광역시 북구 학정로 149, 한우리메디타워 2층 204호 (태전동)",,35.92130748,128.551018,2021-07-23
동물병원,아프리카 동물병원,대구광역시 북구 침산로 116 (침산동),053-291-3336,35.8867024,128.5914375,2021-07-23
동물병원,북부동물병원,대구광역시 북구 대현로 27 (대현동),,35.88601242,128.6032835,2021-07-23
동물병원,강북동물병원,대구광역시 북구 칠곡중앙대로 344 (태전동),,35.92627986,128.547717,2021-07-23
동물병원,준 동물병원,대구광역시 북구 공항로 12 (복현동),053-985-4100,35.89776133,128.6165219,2021-07-23
동물병원,라라(Lara) 동물병원,"대구광역시 북구 침산로 153, 101동 1층 A1호 (침산동, 명성푸르지오)",,35.89012554,128.5899898,2021-07-23
동물병원,플러스동물의료센터,"대구광역시 북구 중앙대로 526, 2층 (칠성동2가)",053-424-2455,35.87984605,128.596348,2021-07-23
동물병원,태전동물병원,대구광역시 북구 칠곡중앙대로 373 (태전동),,35.9291291,128.5474818,2021-07-23
동물병원,세븐동물병원,대구광역시 북구 팔거천동로 210 (동천동),,35.94269732,128.5584488,2021-07-23
동물병원,키다리동물병원,"대구광역시 북구 학정로 440, 101호 (구암동, 동재빌딩)",,35.94376971,128.5642533,2021-07-23
동물병원,올리브동물병원,"대구광역시 북구 동북로 131, 105동 108,9호 (산격동, 양우내안에아파트 상가)",,35.90205298,128.6074269,2021-07-23
동물병원,대구24시동물병원,대구광역시 북구 침산남로 61 (노원동1가),,35.8898377,128.5825,2021-07-23
동물병원,가온동물병원,대구광역시 북구 서변로 65-1 (서변동),,35.92164882,128.5964186,2021-07-23
동물병원,다온동물병원,대구광역시 북구 칠곡중앙대로 189 (태전동),,35.91298367,128.5481015,2021-07-23
동물병원,신한동물병원,"대구광역시 북구 침산로21길 23 (칠성동2가, 침산1차푸르지오)",,35.88562515,128.5868884,2021-07-23
동물병원,동천 동물병원,"대구광역시 북구 동천로24길 3, 1층 (동천동)",,35.94209087,128.5609273,2021-07-23
동물병원,더문 동물병원,"대구광역시 북구 내곡로 81, 부광빌딩 102호 (사수동)",,35.90181974,128.5127295,2021-07-23
동물병원,침산동물병원,"대구광역시 북구 침산로 100, 상가동 1층 126,127호 (칠성동2가, 오페라삼정그린코아더베스트)",,35.88519763,128.5913487,2021-07-23
동물병원,비타민동물병원,대구광역시 북구 복현로 127 (복현동),,35.90096184,128.6181087,2021-07-23
동물병원,연경동물병원,"대구광역시 북구 동화천로 241, 연경그랜드타워 204호 (연경동)",,35.94265135,128.617381,2021-07-23
동물병원,해솔 동물병원,대구광역시 북구 신암로 73 (대현동),,35.8784602,128.6084645,2021-07-23
동물병원,클럽펫월드 하루동물병원,대구광역시 북구 유통단지로7길 107 (검단동),053-382-0090,35.91263132,128.6133468,2021-07-23
